source_dataset,account_id,label,quality_flag,feature_completeness,username,display_name,description,location,lang,created_at,account_age_days,followers_count,following_count,followers_following_ratio,tweet_count,tweets_per_day,listed_count,favourites_count,verified,default_profile,default_profile_image,description_length,username_length
Twitter Bot Training Data 2,25726723,0,ok,1.0,Bridget,Bridget Marquardt,Queen Of Halloween E! Girls Next Door Season 1-5 Travel Channel's Bridget's Sexiest Beaches Host of Yahoo's AnimalNation,"Los Angeles, Usually :)",en,Sat Mar 21 20:50:29 +0000 2009,2931,584886,106,5466.22429906542,16096,5.491641078130331,0,74,True,False,False,120,7
Twitter Bot Training Data 2,253392554,0,ok,1.0,ajr_almeida,Adjamilton Junior,EE student at IFPB. Code lover that want to become a Software Engineer.,"Miami, FL, USA.",en,2/17/2011 4:19,2233,259,2107,0.12286527514231499,166,0.0743394536497984,1,89,False,True,False,71,11
Twitter Bot Training Data 2,19330043,0,ok,1.0,llcoolj,LLCOOLJ.,Lip Sync Battle app: https://t.co/BNKD0JIHjm,,en,Thu Jan 22 07:24:15 +0000 2009,2989,5239367,1228,4263.113913751017,26529,8.875543660086986,17832,1283,True,False,False,44,7
Twitter Bot Training Data 2,14338147,0,ok,1.0,SatoshiLite,Charlie Lee,"Also known as coblee, creator of Litecoin. Cryptocurrency Enthusiast. Director of Engineering at Coinbase.","Mountain View, California, USA",en,Wed Apr 09 02:03:48 +0000 2008,3277,13123,301,43.45364238410596,1845,0.5630149527006408,432,2516,True,True,False,106,11
Twitter Bot Training Data 2,19561116,0,ok,1.0,amrit,Amrit Richmond,"Exploring the future as CEO of @cmykvc, a marketing agency and community of startups, investors, brands, and people improving the state of the planet.","San Francisco, CA",en,Mon Jan 26 22:01:52 +0000 2009,2985,6013,1996,3.011016524787181,10759,3.604355108877722,382,56485,False,False,False,150,5
Twitter Bot Training Data 2,487295398,0,ok,1.0,theakkoolaidman,Alexander Sabol,Living in the Limelight the universal dream for those who wish to seem,,en,2/9/2012 6:37,1876,70,156,0.445859872611465,168,0.0895522388059701,0,8,False,True,False,70,15
Twitter Bot Training Data 2,38083485,0,ok,1.0,ANDERSONROCKON,Anderson Rock,"Ní£o espere dar certo, faí_a dar certo.",Brasil,pt,5/6/2009 1:52,2885,300955,218994,1.3742551199799082,573,0.1986135181975736,1011,3114,False,False,False,39,14
Twitter Bot Training Data 2,2207346341,0,ok,1.0,ammararshad634,Ammar arshad,Advice is what we ask for when we already know the answer but wish we didn't.,,en,Wed Dec 04 12:32:33 +0000 2013,1212,92,285,0.32167832167832167,9,0.0074257425742574,0,1,False,True,False,77,14
Twitter Bot Training Data 2,20696985,0,ok,1.0,PAULVANDYK,PAUL VAN DYK,Paul van Dyk,"Berlin, Germany",en,Thu Feb 12 17:45:00 +0000 2009,2968,1373222,588,2331.446519524618,15663,5.277291105121294,7700,3854,True,False,False,12,10
Twitter Bot Training Data 2,16824146,0,ok,1.0,empireofthekop,Empire of the Kop,Official Twitter of E.O.T.K. For Liverpool fans by Liverpool fans. Winner of Best Social Account @ #TheFBAS 2016 __,,en,Fri Oct 17 13:03:57 +0000 2008,3086,1520777,985943,1.5424577866491402,142368,46.13350615683733,6158,509,True,False,False,115,14
Twitter Bot Training Data 2,102026096,0,ok,1.0,selcukyilm4z,SelÌ¤uk YILMAZ #EVET,_Ù_Ò Maritime Transportation Management Engineer,"€¡stanbul, TÌ_rkiye",tr,1/5/2010 10:37,2641,110,190,0.5759162303664922,736,0.2786823173040515,1,503,False,False,False,48,12
Twitter Bot Training Data 2,4175874794,0,ok,1.0,divya_penumetsa,Divya Penumetsa,"Passionate about Software Development,Product Design and Black Coffee",Visakhapatnam,en,11/9/2015 5:21,507,44,58,0.7457627118644068,304,0.5996055226824457,7,134,False,True,False,69,15
Twitter Bot Training Data 2,36114446,0,ok,1.0,saraevansmusic,Sara Evans,The Official Sara Evans Twitter Page,"Birmingham, AL & Nashville, TN",en,Tue Apr 28 16:48:11 +0000 2009,2893,495530,2155,229.83766233766235,4325,1.4949879018320082,2852,3408,True,False,False,36,14
Twitter Bot Training Data 2,8.39E+17,0,ok,1.0,emilymkingg_,Emily King,,"Greater Napanee, Ontario",en,Tue Mar 07 01:24:55 +0000 2017,23,7,42,0.16279069767441862,1,0.0434782608695652,0,0,False,True,False,0,12
Twitter Bot Training Data 2,253432029,0,ok,1.0,dylanhann,Dylan Hannahson,Former Dishwasher. Sky Enthusiast.,"Toronto, Ontario",en,17/02/2011 6:55,2233,53,216,0.24423963133640553,258,0.115539632781012,1,121,False,True,False,34,9
Twitter Bot Training Data 2,16727535,0,ok,1.0,lancearmstrong,Lance Armstrong,Love the sÇffer-fest.,"Austin, TX",en,Mon Oct 13 20:59:15 +0000 2008,3090,3787784,570,6633.5971978984235,12513,4.049514563106796,35850,629,True,False,False,22,14
Twitter Bot Training Data 2,14994465,0,ok,1.0,jimmyeatworld,Jimmy Eat World,'Integrity Blues' Out Now,"Mesa, Arizona",en,Tue Jun 03 16:29:21 +0000 2008,3222,2887328,113891,25.351455765110806,4340,1.3469894475481068,10029,1817,True,False,False,25,13
Twitter Bot Training Data 2,16381279,0,ok,1.0,DaveJMatthews,DaveJMatthews,,"Faubourg Marigny, Louisiana",en,Sat Sep 20 20:09:13 +0000 2008,3113,770154,2,256718.0,2170,0.6970767748152907,7516,1,True,False,False,0,13
Twitter Bot Training Data 2,4306003217,0,ok,1.0,suresh99291,suresh naidu,,,en,11/28/2015 10:12,488,6,65,0.09090909090909091,3,0.0061475409836065,0,0,False,True,True,0,11
Twitter Bot Training Data 2,32775428,0,ok,1.0,BigMay42,Sean May,I Speak My Mind with Respect....Basketball is My Life...Child of GOD ... Husband....Father....Son...Friend.... Proud to a member of the TarHeel Family. #TarHeel,"35.943689, -79.015850",en,Sat Apr 18 04:07:33 +0000 2009,2903,41913,907,46.159691629955944,14131,4.867723045125732,987,393,True,False,False,160,8
Twitter Bot Training Data 2,75834153,0,ok,1.0,lilmissagitated,#resistcapitalism,labor organizer _ seizing the memes of production,,en,9/20/2009 17:36,2748,1438,330,4.3444108761329305,23210,8.446142649199418,24,21033,False,True,False,49,15
Twitter Bot Training Data 2,467982710,0,ok,1.0,jleahy18,Joe Leahy,,Indy,en,19/01/2012 1:55,1897,237,700,0.33808844507845937,6543,3.44913020558777,3,8563,False,True,False,0,8
Twitter Bot Training Data 2,1684983750,0,ok,1.0,Jdinesh525,dinesh jadhav,,india,en,8/20/2013 6:14,1318,88,1375,0.06395348837209303,11,0.0083459787556904,0,196,False,False,False,0,10
Twitter Bot Training Data 2,14523801,0,ok,1.0,imogenheap,Imogen Heap,"Glover, lover, musical mama, @mimu_gloves 16diWTDN8DUxsX994WzyNAotVp36qBqXku @mycelia4music and Chief Exec for the @FeaturedArtists",Londonish,en,Fri Apr 25 07:38:01 +0000 2008,3261,2005920,30590,65.57222712562519,6442,1.9754676479607485,12077,8,True,False,False,131,10
Twitter Bot Training Data 2,16125042,0,ok,1.0,chrisbosh,Chris Bosh,The coolest dude alive! Insta-ChrisBosh Snapchat: MrChrisBosh For future statements and content you gotta hit the Subscribe button at https://t.co/e7PyxmPf8e,M.I.A.,en,Thu Sep 04 04:16:04 +0000 2008,3129,2617549,663,3942.0918674698796,3830,1.2240332374560563,10813,478,True,False,False,157,9
Twitter Bot Training Data 2,205335272,0,ok,1.0,christletine,christine mitchell,"Techniques, histories and media of language & linguistics, especially machine translation and the language lab. Manuscripting.",Ulitsa Entuziastov,en,10/20/2010 16:58,2353,504,945,0.53276955602537,2038,0.8661283467913302,20,753,False,False,False,126,12
Twitter Bot Training Data 2,26912258,0,ok,1.0,mattkbradley,Matt Bradley,"Managing partner at @pelotonwealth, husband, father, golfer, cyclist, and Big Green Egg enthusiast.",Indianapolis,en,3/27/2009 1:23,2925,135,398,0.3383458646616541,1082,0.3699145299145299,9,59,False,False,False,99,12
Twitter Bot Training Data 2,78193153,0,ok,1.0,Al_Horford,Al Horford,Official Twitter Page of Boston Celtics star Forward/Center Al Horford,"Boston, MA",en,Tue Sep 29 02:30:39 +0000 2009,2739,242539,226,1068.4537444933922,4087,1.4921504198612632,2774,708,True,False,False,70,10
Twitter Bot Training Data 2,166505545,0,ok,1.0,MerlinOfficial,Merlin Official,- Official tweets and pictures from the Production Team of #Merlin -,,en,Wed Jul 14 09:24:56 +0000 2010,2451,101094,166,605.3532934131737,1447,0.5903712770297838,722,239,True,False,False,68,14
Twitter Bot Training Data 2,7.43E+17,0,ok,1.0,RaesTheYouthBar,Rae (aka Sharae),Raising the opportunity bar for youth.Helping orgs employ & better serve youth. Native NYer. 2nd chancer. HBCU & CUNY/NUF grad.,"New York, NY",en,6/16/2016 12:58,287,245,1296,0.18889745566692367,675,2.35191637630662,11,1151,False,True,False,127,15
Twitter Bot Training Data 2,131948686,0,ok,1.0,JJWatt,JJ Watt,Houston Texans #99,United States of America,en,4/11/2010 21:01,2545,3194846,409,7792.30731707317,8410,3.3045186640471518,3767,87,True,False,False,18,6
Twitter Bot Training Data 2,54343977,0,ok,1.0,crookedvultures,ThemCrookedVultures,"Dave Grohl, Josh Homme, John Paul Jones",,en,Mon Jul 06 21:46:33 +0000 2009,2824,85126,2,28375.333333333332,189,0.0669263456090651,0,0,True,False,False,39,15
Twitter Bot Training Data 2,55176833,0,ok,1.0,karthikavk,Karthika V.K.,"Editor, Publisher, starting up at Westland.",,en,Thu Jul 09 07:56:46 +0000 2009,2821,7660,634,12.062992125984252,6817,2.4165189649060617,99,2608,False,True,False,43,10
Twitter Bot Training Data 2,4068975258,0,ok,1.0,ihiteshbansal,Hitesh Bansal,Social Activist | Nationalist | Swayamsevak | BJP Delhi | Namo Fan | Followed By the Honourable  PM @narendramodi ji.,"Haryana, New Delhi",en,10/30/2015 13:32,517,2673,416,6.410071942446043,2818,5.450676982591876,3,82,False,False,False,117,13
Twitter Bot Training Data 2,536931554,0,ok,1.0,Somenteprati,Somente pra ti,,,pt,3/26/2012 4:53,1830,5,14,0.3333333333333333,2,0.0010928961748633,0,0,False,True,False,0,12
Twitter Bot Training Data 2,32511920,0,ok,1.0,TWFoundation,Tiger Woods Found.,"For over 20 years, we've been giving students in need the right resources to ensure lifelong success ‰Û¢ Home of Unexpected Champions #ReachMillions","California, USA",en,Fri Apr 17 18:29:58 +0000 2009,2904,46278,304,151.7311475409836,4238,1.459366391184573,516,2172,True,False,False,148,12
Twitter Bot Training Data 2,169424505,0,ok,1.0,AlleeyyRick,Jonesy,23 | Future Social Entrepreneur,,en,7/22/2010 9:03,2443,447,1463,0.305327868852459,3069,1.2562423250102333,2,556,False,False,False,31,11
Twitter Bot Training Data 2,247534044,0,ok,1.0,campiteli_p,Crimson Curse,This isn't a fucking costume. This is a way of life.,"Campinas, Sí£o Paulo",en,2/5/2011 0:37,2245,211,114,1.8347826086956522,25528,11.371046770601335,6,36,False,False,False,52,11
Twitter Bot Training Data 2,18681139,0,ok,1.0,priyankachopra,PRIYANKA,Dreamer.. Achiever..,,en,1/6/2009 16:05,3005,16620010,516,32147.021276595744,19579,6.515474209650582,29526,687,True,False,False,20,14
Twitter Bot Training Data 2,147655088,0,ok,1.0,WoWEorg,Women of Wind Energy,"Non-profit focused on community, education, & leadership.  Achieving a diverse workforce, supporting a renewable energy economy. Tweet topics: women, wind, etc.",,en,5/24/2010 18:09,2502,6178,2010,3.0721034311287916,2641,1.0555555555555556,226,464,False,False,False,160,7
Twitter Bot Training Data 2,374102129,0,ok,1.0,Gloomyohio58,Gloomyohio58,Hi! my name is timmy aka timmy also known as terrorist in my motors york aka timmy,"i live in the universe, space, this solar system, earth the nesw aka news north east west south and etc",en,Tue Sep 06 11:11:47 +0000 2016,205,20,75,0.2631578947368421,294,1.4341463414634146,1,59,False,True,False,82,12
Twitter Bot Training Data 2,37599351,0,ok,1.0,benlandis,Ben Landis @ SXSW,Entrepreneur. Founder of @fanbasenet. Opinions are my own.,Los Angeles,en,Mon May 04 05:03:26 +0000 2009,2887,3041209,2056668,1.4787061019541794,129,0.0446830620020782,7560,9892,True,False,False,58,9
Twitter Bot Training Data 2,4349632213,0,ok,1.0,JealousElonMusk,Jealous Elon musk,"hate all technologies that not mine!hate JeffBezos, but I used to hate AI, bitcoin ,my enemies&my friends. Larry page, stop working on AI and Driverless cars!","Los Angeles, CA",en,11/24/2015 22:51,492,588,3676,0.1599129725319554,84,0.1707317073170731,5,1586,False,True,False,158,15
Twitter Bot Training Data 2,18153494,0,ok,1.0,jimkchin,Jimmy Chin,National Geographic Photographer // Filmmaker // The North Face Athlete,"here, there, everywhere",en,Tue Dec 16 02:17:27 +0000 2008,3026,34324,121,281.344262295082,2503,0.8271645736946464,965,124,False,False,False,71,8
Twitter Bot Training Data 2,56783491,0,ok,1.0,nickjonas,Nick Jonas,#LastYearWasComplicated is out now! Get it on @iTunes here:  https://t.co/QmYbPM990U,"Los Angeles, CA",en,Tue Jul 14 19:07:05 +0000 2009,2816,10958029,686,15950.551673944687,3843,1.3647017045454546,55308,4635,True,False,False,84,9
Twitter Bot Training Data 2,33060717,0,ok,1.0,bobburnquist,SNAP: bburnquist,The Official Twitter page of Professional Skateboarder Bob Burnquist. https://t.co/jGBvxnXccL,Here,en,Sun Apr 19 00:08:34 +0000 2009,2902,188115,583,322.11472602739724,12306,4.24052377670572,1698,8225,True,False,False,93,12
Twitter Bot Training Data 2,14377605,0,ok,1.0,TheDemocrats,The Democrats,"This is the official Twitter account of the Democratic Party. Follow our tweets to get the latest info on Democratic news, issues, and events.","Washington, D.C.",en,Sun Apr 13 20:23:13 +0000 2008,3273,1257260,1109,1132.6666666666667,20404,6.234036052551176,9590,0,True,False,False,142,12
Twitter Bot Training Data 2,29512806,0,ok,1.0,MaxCollinsMusic,Philth Collins,FITNESS,"Los Angeles, CA",en,Tue Apr 07 18:47:59 +0000 2009,2914,7078,491,14.386178861788618,4678,1.605353466026081,166,5269,True,False,False,7,15
Twitter Bot Training Data 2,4858813221,0,ok,1.0,isabruni_,isa,,,pt,1/29/2016 3:43,426,19,26,0.7037037037037037,4,0.0093896713615023,0,15,False,True,False,0,9
Twitter Bot Training Data 2,1274305279,0,ok,1.0,saad_bshams,Saad Bin Shams,,,en,Sun Mar 17 07:24:53 +0000 2013,1474,51,102,0.49514563106796117,26,0.0176390773405698,0,37,False,True,False,0,11
Twitter Bot Training Data 2,1035449143,0,ok,1.0,CherieKuang,Fangjing,,,en,12/25/2012 19:22,1556,14,51,0.2692307692307692,3,0.0019280205655526,0,0,False,True,False,0,11
Twitter Bot Training Data 2,101387747,0,ok,1.0,otod,Otinho,Ex emo em recuperaí_í£o,"Sumarí©, Brasil",pt,1/3/2010 3:48,2643,431,168,2.5502958579881656,32430,12.270147559591374,4,1300,False,False,False,23,4
Twitter Bot Training Data 2,149093176,0,ok,1.0,cleber_w_mognon,cleber mognon,,,pt,5/28/2010 11:46,2498,72,447,0.16071428571428573,59,0.0236188951160928,0,0,False,True,True,0,15
Twitter Bot Training Data 2,793841558,0,ok,1.0,theadoodles,Althea Satterfield,Abstract Thinker,,en,8/31/2012 13:13,1672,56,184,0.3027027027027027,315,0.1883971291866028,2,124,False,False,False,16,11
Twitter Bot Training Data 2,793077200,0,ok,1.0,maltmurphy,matt murphy,"Software developer, home brewer, nerd.","Maitland, Australia",en,Fri Aug 31 04:41:17 +0000 2012,1672,220,694,0.31654676258992803,2509,1.500598086124402,22,1313,False,True,False,38,10
Twitter Bot Training Data 2,279410613,0,ok,1.0,sharriopitz,Sharri Opitz,"Hi, I'm Sharri and I will help review products for you!","Newark, NJ",en,4/9/2011 6:21,2182,524,1728,0.30306535569693466,2341,1.0728689275893677,2,0,False,False,False,55,11
Twitter Bot Training Data 2,14361155,0,ok,1.0,Refugees,UN Refugee Agency,The official account of #UNHCR. Follow us as we provide vital aid and protection to #refugees + the forcibly displaced around the world and stand  #WithRefugees,120 countries,en,Fri Apr 11 14:23:51 +0000 2008,3275,2118316,37481,56.51555413265034,40701,12.427786259541984,13328,5231,True,False,False,160,8
Twitter Bot Training Data 2,28400584,0,ok,1.0,robbierogers,Robbie Rogers,Author: Coming Out To Play https://t.co/bUj2nsdaAn,,en,Thu Apr 02 19:24:54 +0000 2009,2919,226643,347,651.2729885057471,7937,2.7190818773552587,1809,2469,True,False,False,50,12
Twitter Bot Training Data 2,70926844,0,ok,1.0,gallinari8888,danilo gallinari,"NBA Forward, Danilo Gallinari Instagram @danilogallogallinari Facebook Danilo Gallinari","Denver, Milan",en,Wed Sep 02 09:47:19 +0000 2009,2766,706845,600,1176.1148086522462,6257,2.262111352133044,2874,432,True,False,False,87,13
Twitter Bot Training Data 2,18220175,0,ok,1.0,diddy,Sean Diddy Combs,Father. Artist. Producer. Actor. Entrepreneur. Philanthropist.,EVERYWHERE!!!,en,Thu Dec 18 17:52:09 +0000 2008,3024,12129428,1844,6574.215718157182,37438,12.380291005291005,33576,4109,True,False,False,62,5
Twitter Bot Training Data 2,301068740,0,ok,1.0,Social_Chef,Willis Williams,#Chef & Digital Strategist - Hootsuite Ambassador - #Bronx - #_appaSigma Alum - I drop mics daily - I _ #Chinatown - All opinions are mine.,"New York, NY",en,Wed May 18 20:35:47 +0000 2011,2143,8947,7878,1.1355501967254729,44401,20.719085394307047,376,27790,False,False,False,139,11
Twitter Bot Training Data 2,461998155,0,ok,1.0,jeromedorn,indahousemedia,International Freelance Photographer's Organization HALL OF FAME Photojournalist,,en,Thu Jan 12 12:57:50 +0000 2012,1904,735,1555,0.4723650385604113,586,0.3077731092436975,4,699,False,True,False,80,10
Twitter Bot Training Data 2,3294554407,0,ok,1.0,matheus_rjb,Matheus rodrigues,,,pt,7/26/2015 6:20,613,18,50,0.35294117647058826,22,0.0358890701468189,0,9,False,True,False,0,11
Twitter Bot Training Data 2,343016155,0,ok,1.0,armmaster1,Armon Mozaffari,,NYC,en,7/26/2011 23:02,2074,11,49,0.22,4,0.0019286403085824,0,4,False,True,False,0,10
Twitter Bot Training Data 2,31946025,0,ok,1.0,TexDolly,Doyle Brunson,"Poker Player, 10 Time WSOP Bracelet Winner, Christian, 82 Years Old Still Going Strong","Las Vegas, NV",en,Thu Apr 16 16:21:42 +0000 2009,2905,429499,239,1789.5791666666667,3413,1.1748709122203098,4224,889,True,False,False,86,8
Twitter Bot Training Data 2,701547553,0,ok,1.0,Wils_Lfc,Wilson,"25,Motorsport/Sports nut,Play Ice Hockey,Golf,Snooker,Love A Drink,Support #LFC #McLaren #MKLä_ç¥Ÿ#WEC #71 #AMR #FreeMarineA ä_77 ä_78 ä_81 ä_84 ä_05 #JFT96",England,en,17/07/2012 18:35,1717,344,458,0.7494553376906318,3522,2.051252184041933,11,4941,False,True,False,162,8
Twitter Bot Training Data 2,16957618,0,ok,1.0,GregYaitanes,g,director.,,en,Fri Oct 24 21:42:22 +0000 2008,3079,307889,637,482.5846394984326,16928,5.4978889249756415,1,12561,True,False,False,9,12
Twitter Bot Training Data 2,475472927,0,ok,1.0,Wandame_,Lí©o Wandame,"21 anos, cristí£o, meio filí_sofo, apaixonado por futebol, colorado e viciado em políÈmicas. (e paríÈnteses)   Snap: leo_wandame/ whats: 980324622","Guaiba/Rs,Brasil",pt,1/27/2012 3:06,1889,355,728,0.4869684499314129,29803,15.777130757014293,1,1868,False,False,False,146,8
Twitter Bot Training Data 2,21586418,0,ok,1.0,danawhite,Dana White,#UFCLondon: Manuwa vs Anderson | Sat. March 18 | LIVE on UFC Fight Pass,"Las Vegas, NV",en,Sun Feb 22 18:44:49 +0000 2009,2958,4403951,1929,2281.839896373057,33058,11.17579445571332,19582,18,True,False,False,71,9
Twitter Bot Training Data 2,2579497028,0,ok,1.0,poem_exe,poem.exe,micropoetry // a bot by @inky,,en-gb,6/21/2014 0:14,1013,10020,27,357.85714285714283,14477,14.29121421520237,326,0,False,False,False,29,8
Twitter Bot Training Data 2,4435227552,0,ok,1.0,stewartbrand,Stewart Brand,"President of The Long Now Foundation--which takes no sides.  In this forum, as a private person, I do take take sides occasionally.","Sausalito, CA",en,Wed Dec 02 21:48:41 +0000 2015,484,11497,139,82.12142857142857,2474,5.1115702479338845,370,9595,True,True,False,131,12
